id,link,sectors,severity,answers
158,https://esmeraldasnews.com/muisne/decenas-de-familias-afectadas-por-desbordamiento-de-rios-en-muisne/,"['Energia', 'Transporte', 'Agua y Alimentos']","{'Energia': 0.47619047619047616, 'Transporte': 0.25, 'Agua y Alimentos': 0.6666666666666666}","{0: 0.5, 1: 1.0, 8: 1.0, 14: 1.0, 16: 1.0}"
159,https://leon24horas.net/actualidad/el-fuerte-temporal-de-viento-y-lluvia-provoca-varios-incidentes-en-leon/,[],{},{}
160,https://lasillarota.com/guanajuato/vida/2023/11/11/frente-frio-provoca-este-11-de-noviembre-mas-lluvias-fuertes-para-guanajuato-456308.html,[],{},{}
161,https://www.nmas.com.mx/nacional/clima/pronostico-del-clima-en-mexico-hoy-12-de-noviembre-de-2023-lluvias-fuertes/,[],{},{}
162,https://www.elfinanciero.com.mx/nacional/2023/11/09/granizadas-heladas-y-tornados-a-29-estados-les-llovera-este-jueves-9-de-noviembre/,[],{},{}
163,https://www.radioformula.com.mx/nacional/2023/11/5/frente-frio-se-acerca-que-estados-afectara-con-lluvias-vientos-esta-semana-788616.html,[],{},{}
164,https://www.burgosconecta.es/provincia/burgos-registra-327-llamadas-emergencias-causa-fuertes-20231105201503-nt.html,[],{},{}
165,https://www.telediario.mx/nacional/frente-frio-noviembre-2023-cuando-entra-el-proximo-mexico,[],{},{}
166,https://www.infobae.com/espana/2023/06/30/inundaciones-arboles-caidos-y-coches-arrastrados-por-la-corriente-en-cataluna/,['Transporte'],{'Transporte': 0.25},{8: 1.0}
167,https://elpais.com/espana/catalunya/2023-07-01/cataluna-empieza-a-ver-el-final-del-tunel-de-la-gran-sequia-tras-las-lluvias-de-junio.html,['Agua y Alimentos'],{'Agua y Alimentos': 0.5},"{14: 0.75, 16: 0.75}"
168,https://www.elnacional.cat/es/sociedad/tormenta-electrica-espectacular-catalunya-video_1053531_102.html,['Transporte'],{'Transporte': 0.3125},"{7: 0.5, 8: 0.75}"
169,https://www.segre.com/es/sociedad/230802/dos-comarcas-lleida-cuadruplicaron-julio-promedio-historico-lluvias_182819.html,['Energia'],{'Energia': 0.23809523809523808},"{0: 0.25, 1: 0.5}"
170,https://enfoques.gal/lugo/las-inundaciones-afectan-a-una-docena-de-casas-en-begonte/,"['Energia', 'Transporte']",{'Transporte': 0.1875},{8: 0.75}
171,https://salamancartvaldia.es/noticia/2023-01-17-galicia-se-acerca-al-millar-de-incidencias-por-el-temporal-accidentes-inundaciones-y-problemas-en-carreteras-313589,['Transporte'],{'Transporte': 0.5},"{5: 1.0, 8: 1.0}"
172,https://metropolitano.gal/enfoque/galicia-acumula-mas-de-600-incidencias-por-el-temporal-inundaciones-de-vias-y-accidentes-por-arboles/,"['Energia', 'Transporte']","{'Energia': 0.11904761904761904, 'Transporte': 0.3125}","{0: 0.25, 7: 0.25, 8: 1.0}"
173,https://www.galiciapress.es/articulo/sociedad/2023-01-17/4142586-caida-arboles-rotulos-principales-incidencias-coruna,['Transporte'],{'Transporte': 0.25},{8: 1.0}
174,https://www.antena3.com/noticias/el-tiempo/actualidad/alerta-galicia-posible-desbordamiento-18-rios_2023011863c83371d3521e0001c08970.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
175,https://www.economiadigital.es/galicia/politica/balance-del-temporal-inundaciones-caida-de-arboles-y-mas-de-600-incidencias-en-galicia.html,"['Energia', 'Transporte']","{'Energia': 0.0, 'Transporte': 0.5625}","{0: 0.0, 5: 0.75, 7: 0.5, 8: 1.0}"
176,https://www.elespanol.com/ciencia/meteorologia/20230118/llega-temporal-borrasca-fien-aemet-grandes-nevadas/734426653_0.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
177,https://www.elprogreso.es/articulo/comarcas/temporal-empeora-inundaciones-llega-mas-nieve-frio-polar/202301171024051632368.html,"['Energia', 'Transporte']","{'Energia': 0.23809523809523808, 'Transporte': 0.5625}","{0: 0.5, 5: 1.0, 7: 0.25, 8: 1.0}"
178,https://www.elidealgallego.com/articulo/sociedad/crecida-mino-inunda-balneario-lugo-mantiene-calles-cortadas-4142517,[],{},{}
179,https://www.galiciapress.es/articulo/sociedad/2024-03-08/4750261-coches-atrapados-carreteras-cortadas-nieve-varios-puntos-galicia-sobre-todo-ourense,['Transporte'],{'Transporte': 0.25},{8: 1.0}
180,https://www.cope.es/emisoras/galicia/lugo-provincia/lugo/lugo-provincia/noticias/temporal-deja-reguero-incidencias-provincia-lugo-con-n-vi-cortada-begonte-20230117_2499095,['Transporte'],{'Transporte': 0.3125},"{7: 0.25, 8: 1.0}"
181,https://www.elprogreso.es/articulo/galicia/rio-mino-riesgo-alto-inundacion-paso-peroxa/202301202118301633208.html,[],{},{}
182,https://www.lavozdegalicia.es/noticia/galicia/2023/01/20/mino-pasa-estado-emergencia-riesgo-alto-desbordamiento-paso-peroxa/00031674211686648560354.htm,[],{},{}
183,https://www.europapress.es/galicia/noticia-rio-mino-riesgo-alto-inundacion-paso-peroxa-ourense-20230120182102.html,[],{},{}
184,https://www.antena3.com/noticias/el-tiempo/actualidad/deshielo-crecida-rios-principales-consecuencias-remision-nevadas-toda-espana_2023012063ca4be9f0501d0001389b4f.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
185,https://www.elprogreso.es/articulo/lugo/tormentas-vuelven-poner-lugo-alerta/202306120937101672943.html,['Agua y Alimentos'],{'Agua y Alimentos': 1.0},"{14: 1.0, 15: 1.0, 16: 1.0}"
186,https://concellodelugo.gal/es/noticias/dispositivo-especial-del-ayuntamiento-ante-la-tormenta-de-granizo-y-lluvia,['Transporte'],{'Transporte': 0.25},{8: 1.0}
187,https://lineadirectaportal.com/clima/condiciones-para-lluvias-y-frio-le-esperan-a-mexico-a-partir-de-hoy-por-el-frente-frio-8-y-pilar-2023-10-30__970139,[],{},{}
188,https://www.elnueve.com/urgente-volvio-a-caer-granizo-en-rivadavia-y-santa-rosa,['Agua y Alimentos'],{'Agua y Alimentos': 0.6666666666666666},"{14: 1.0, 16: 1.0}"
189,https://www.elprogreso.es/articulo/galicia/borrasca-ciaran-llegara-miercoles-fuertes-lluvias-viento-galicia-nevada-manzaneda/202310301211001703973.html,[],{},{}
190,https://www.elconfidencial.com/espana/2023-10-29/aemet-borrasca-celine-lluvias-vientos_3763736/,['Transporte'],{'Transporte': 0.5625},"{6: 0.75, 7: 0.5, 8: 1.0}"
191,https://www.europapress.es/galicia/noticia-borrasca-ciaran-entrara-galicia-miercoles-traera-rachas-viento-100-km-temporal-costero-20231031141827.html,[],{},{}
192,https://www.lavanguardia.com/natural/20231030/9339054/nuevo-aviso-aemet-llega-borrasca-ciaran-vientos-fuertes-lluvias-generalizadas-pmv.html,[],{},{}
193,https://www.farodevigo.es/sociedad/2023/10/30/borrasca-ciaran-ciclogenesis-explosiva-vientos-fuertes-galicia-93988342.html,[],{},{}
194,https://www.elplural.com/sociedad/borrasca-celine-espana-mario-picazo_319228102,[],{},{}
195,https://www.elprogreso.es/articulo/lugo/pulpo-valio-euros-mas/202311020837161704611.html,[],{},{}
196,https://www.elprogreso.es/articulo/comarcas/lugo-suma-mas-borrasca-domingos/202311051125151705449.html,"['Energia', 'Transporte']","{'Energia': 0.5952380952380952, 'Transporte': 0.4375}","{0: 0.75, 1: 1.0, 5: 0.75, 8: 1.0}"
197,https://elpais.com/internacional/2023-06-05/las-inundaciones-en-haiti-dejan-al-menos-42-muertos.html,['Agua y Alimentos'],{'Agua y Alimentos': 0.6666666666666666},"{14: 1.0, 16: 1.0}"
198,https://www.abc.es/espana/madrid/tormenta-perfecta-inundo-m30-bernabeu-1995-20230612182923-nt.html,[],{},{}
199,https://www.14ymedio.com/cuba/fallecidos-inundaciones-cuba-informacion-relegada_1_1092906.html,"['Transporte', 'Agua y Alimentos', 'Infraestructura digital']","{'Transporte': 0.4375, 'Agua y Alimentos': 1.0}","{7: 0.75, 8: 1.0, 14: 1.0, 15: 1.0, 16: 1.0}"
200,https://www.europapress.es/nacional/noticia-portadas-periodicos-jueves-junio-20230608003750.html,['Agua y Alimentos'],{'Agua y Alimentos': 1.0},"{14: 1.0, 15: 1.0, 16: 1.0}"
201,https://www.20minutos.es/noticia/5177205/0/recuperacion-puente-pedrera-tratara-salvar-las-partes-siglo-xviii/,[],{},{}
202,https://www.20minutos.es/noticia/5175583/0/consejo-ministros-declara-madrid-como-zona-catastrofica-por-dana-principios-septiembre/,[],{},{}
203,https://www.elespanol.com/madrid/sociedad/aemet-avisa-lluvias-madrid-horas-zonas-va-llover-domingo/805669445_0.html,"['Transporte', 'Sanidad']","{'Transporte': 0.25, 'Sanidad': 0.6666666666666666}","{8: 1.0, 10: 1.0, 11: 1.0}"
204,https://www.telemadrid.es/programas/madrid-directo/Inundaciones-en-Camarma-de-Esteruelas-por-el-desbordamiento-del-arroyo-2-2620257990--20231201073629.html,[],{},{}
205,https://gacetinmadrid.com/2023/12/01/cerrada-la-estacion-de-metro-de-bambu-por-inundacion/,['Transporte'],{},{}
206,https://www.elmundo.es/madrid/2023/12/01/656995bce4d4d8ad3e8b4570.html,['Transporte'],{'Transporte': 0.4375},"{7: 0.75, 8: 1.0}"
207,https://www.elespanol.com/temas/tormentas/5/,[],{},{}
208,https://zonaretiro.com/transporte/inundaciones-metro-madrid-bambu-1-diciembre-2023/,['Transporte'],{'Transporte': 0.1875},{7: 0.75}
209,https://www.miracorredor.tv/inundaciones-en-camarma-de-esteruelas-por-el-desbordamiento-del-arroyo-camarmilla/,[],{},{}
210,https://www.telemadrid.es/programas/telenoticias-fin-de-semana/Cobena-no-deja-de-achicar-agua-tres-inundaciones-en-tres-meses-2-2620557924--20231202023004.html,[],{},{}
211,https://www.telemadrid.es/programas/buenos-dias-madrid/Se-restablece-el-servicio-en-la-estacion-de-Bambu-de-la-Linea-10-de-Metro-0-2620237952--20231201082502.html,['Transporte'],{'Transporte': 0.1875},{7: 0.75}
212,https://cadenaser.com/nacional/2023/12/05/la-aemet-avisa-de-un-cambio-importante-en-mitad-del-puente-de-la-constitucion-y-la-inmaculada-cadena-ser/,[],{},{}
213,https://www.elespanol.com/madrid/sociedad/tiempo-madrid-puente-diciembre-aemet/814918807_0.html,[],{},{}
214,https://www.elconfidencial.com/espana/2023-12-01/tiempo-espana-clima-lluvias-tormentas-nieve_3785302/,[],{},{}
215,https://www.elespanol.com/madrid/sociedad/20231201/inundacion-camarma-esteruelas-madrid-colegio-desalojado-viviendas-anegadas/813918981_0.html,[],{},{}
216,https://www.telemadrid.es/noticias/madrid/Vecinos-de-Camarma-se-recuperan-tras-la-tromba-de-agua-y-las-inundaciones-0-2620237998--20231201040321.html,['Transporte'],{'Transporte': 0.125},{8: 0.5}
217,https://www.miracorredor.tv/las-inundaciones-de-camarma-de-esteruelas-vistas-desde-el-aire/,[],{},{}
218,https://www.larazon.es/el-tiempo/dana-pone-riesgo-fuertes-lluvias-tormentas-varias-comunidades_20230920650a8ea798383a00012868bd.html,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.3125, 'Agua y Alimentos': 0.6666666666666666}","{6: 0.25, 8: 1.0, 14: 1.0, 16: 1.0}"
219,https://cadenaser.com/murcia/2023/09/26/un-ano-despues-de-la-riada-mortal-en-javali-viejo-los-vecinos-denuncian-que-todo-sigue-igual-radio-murcia/,[],{},{}
220,https://www.laverdad.es/murcia/aviso-amarillo-lluvias-tormentas-region-murcia-martes-20230918115603-nt.html,[],{},{}
221,https://www.laopiniondemurcia.es/comunidad/2023/09/18/alerta-amarilla-region-fuertes-tormentas-92230793.html,[],{},{}
222,https://www.laverdad.es/murcia/escudo-protector-presas-region-murcia-20230925003211-nt.html,[],{},{}
223,https://www.telemadrid.es/programas/buenos-dias-madrid/La-lluvia-provoca-inundaciones-en-Murcia-Navarra-y-Guipuzcoa-2-2562663719--20230523092414.html,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
224,https://www.diariovasco.com/gipuzkoa/historia/tolosa-inundacion-20230531180255-nt.html,[],{},{}
225,https://www.elmundo.es/espana/2023/05/31/6476e741fdddffd7b28b4572.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
226,https://www.diariodenavarra.es/tags/temas/inundaciones-navarra.html/3,[],{},{}
227,https://www.noticiasdenavarra.com/sociedad/2023/07/07/6-julio-pamplona-lluvia-acumulada-7019749.html,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
228,https://www.navarratelevision.es/noticia/zed0738f9-a172-72ac-ca4e7862f878d1aa/202307/activado-el-nivel-2-de-emergencias-por-lluvia-en-caparroso,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
229,https://navarra.okdiario.com/articulo/sucesos/caparroso-lluvias-intensas-navarra/20230707200210488193.html,[],{},{}
230,https://elpais.com/espana/2023-07-07/una-inmensa-tromba-de-agua-deja-un-reguero-de-danos-materiales-en-la-rioja.html,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.4375, 'Agua y Alimentos': 0.5}","{7: 0.75, 8: 1.0, 14: 0.75, 16: 0.75}"
231,https://www.diariodenavarra.es/noticias/navarra/sanguesa-merindad/2023/09/18/el-barranco-desagua-el-convento-artieda-esto-no-habia-pasado-nunca-582826-1010.html,[],{},{}
232,https://www.heraldo.es/noticias/aragon/zaragoza/2023/09/13/che-inicia-el-proyecto-para-mejorar-la-resiliencia-ante-inundaciones-entre-osera-y-fuentes-1677709.html,[],{},{}
233,https://www.navarra.es/es/-/nota-prensa/sos-navarra-atendio-un-total-de-450-llamadas-durante-la-dana-el-pasado-fin-de-semana,['Transporte'],{'Transporte': 0.25},{8: 1.0}
234,https://www.noticiasdenavarra.com/sociedad/2023/09/17/val-aibar-registra-lluvias-torrenciales-7270361.html,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.1875, 'Agua y Alimentos': 0.5833333333333334}","{8: 0.75, 14: 1.0, 16: 0.75}"
235,https://www.diariodenavarra.es/noticias/navarra/2023/09/10/intensas-tormentas-madrugada-dejan-granizo-ribera-581901-300.html,[],{},{}
236,https://www.diariodenavarra.es/noticias/navarra/2023/09/17/tormentas-acumulan-30-50-litros-dos-horas-zonas-centro-navarra-582736-300.html,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
237,https://www.navarraconfidencial.com/espana/no-iba-a-llover-nunca-mas/,[],{},{}
238,https://www.diariodenavarra.es/noticias/navarra/2023/09/13/embalses-navarra-semana-11-septiembre-582232-300.html,[],{},{}
239,https://elpais.com/espana/2023-09-10/una-intensa-granizada-golpea-tres-municipios-de-navarra.html,"['Sanidad', 'Agua y Alimentos']",{'Agua y Alimentos': 0.6666666666666666},"{14: 1.0, 16: 1.0}"
240,https://www.laregion.es/articulo/ourense/infografia-inundaciones-riesgo-frecuente-ourense/202301221740401191870.html,['Energia'],{'Energia': 0.7142857142857143},"{0: 1.0, 1: 1.0}"
241,https://www.lavozdegalicia.es/noticia/coruna/mino/2023/01/21/rio-mino-crecio-inundo-n-120-paso-ourense/0003_202301O21C2991.htm,[],{},{}
242,https://www.laregion.es/articulo/ourense/desborda-rio-mino-zona-termal-tinteiro-fuertes-lluvias/202301171122171190555.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
243,https://www.galiciapress.es/articulo/sociedad/2023-01-19/4145123-hay-cortes-a8-alertas-lluvias-casi-toda-galicia-riesgo-inundaciones-pero-temporal-remite,['Transporte'],{'Transporte': 0.4375},"{7: 0.75, 8: 1.0}"
244,https://www.laregion.es/articulo/tiempo/meteo-tiempo-ourense-hoy-viernes-20-enero/202301191525421191150.html,[],{},{}
245,https://www.farodevigo.es/ourense/2023/01/21/lata-avisa-narciso-mino-amenaza-81492324.html,[],{},{}
246,https://www.laregion.es/articulo/ourense/portada-region-martes-17-enero/202301170729411190530.html,[],{},{}
247,https://www.laregion.es/articulo/ourense/tormenta-recupera-colapso-ourense/202306122133091226650.html,"['Transporte', 'Agua y Alimentos', 'Aguas Residuales']","{'Transporte': 0.25, 'Agua y Alimentos': 0.6666666666666666, 'Aguas Residuales': 1.0}","{8: 1.0, 14: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0}"
248,https://www.laregion.es/articulo/ourense/temporal-vuelve-inundar-ourense/202306121802281226539.html,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.25, 'Aguas Residuales': 0.7058823529411765}","{8: 1.0, 18: 1.0, 19: 1.0}"
249,https://www.lavozdegalicia.es/noticia/ourense/ourense/2023/11/04/mino-desborda-ourense-deja-bajo-aguas-zonas-termales-chavasqueira-tinteuro/00031699109675114319332.htm,"['Energia', 'Transporte']","{'Energia': 0.47619047619047616, 'Transporte': 0.25}","{0: 0.5, 1: 1.0, 8: 1.0}"
250,https://www.lavozdegalicia.es/noticia/galicia/2023/11/04/borrasca-domingos-sacude-galicia-vientos-120-kilometros-hora-lluvias-intensas/00031699082010531561352.htm,['Transporte'],{'Transporte': 1.0},"{5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}"
251,https://www.diariodecastillayleon.es/castilla-y-leon/230612/37965/112-registra-61-llamadas-leon-palencia-fuertes-lluvias.html,[],{},{}
252,https://www.diariodevalderrueda.es/texto-diario/mostrar/4328812/graves-inundaciones-cervera-pisuerga-tormentas,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
253,https://www.farodevigo.es/pontevedra/2023/10/27/temporal-provoca-desbordamiento-rios-inundaciones-93851241.html,"['Transporte', 'Infraestructura digital']","{'Transporte': 0.25, 'Infraestructura digital': 0.045454545454545456}","{8: 1.0, 21: 0.25}"
254,https://www.pontevedraviva.com/xeral/99196/borrasca-celine-deja-multiples-incidencias/?lang=es,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.25, 'Aguas Residuales': 1.0}","{8: 1.0, 17: 1.0, 18: 1.0, 19: 1.0}"
255,https://www.galiciapress.es/articulo/el-tiempo-galicia/2023-10-25/4489673-declarada-alerta-naranja-interior-pontevedra-desde-costa-da-morte-hasta-ortegal-temporal,[],{},{}
256,https://www.lavozdegalicia.es/noticia/pontevedra/pontevedra/2023/10/28/supermarea-lluvias-anegan-combarro-cortan-autovia-marin-llevan-lerez-limite-capacidad-pontevedra/00031698503266897896106.htm,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.25, 'Aguas Residuales': 1.0}","{8: 1.0, 17: 1.0, 18: 1.0, 19: 1.0}"
257,https://www.elcorreogallego.es/galicia/2023/10/28/galicia-borrasca-borrasca-ahora-golpea-93930107.html,['Transporte'],{'Transporte': 0.875},"{5: 0.75, 6: 1.0, 7: 0.75, 8: 1.0}"
258,https://www.atlantico.net/articulo/vigo/malas-noticias-amantes-sol-va-seguir-lloviendo-vigo/202310260800001005058.html,[],{},{}
259,https://www.cope.es/emisoras/galicia/noticias/temporal-galicia-inundaciones-fene-neda-arbol-grandes-dimensiones-cae-santiago-20231114_2999287,['Transporte'],{'Transporte': 0.25},{8: 1.0}
260,https://www.lavozdegalicia.es/noticia/pontevedra/pontecaldelas/2023/11/04/desbordamiento-verdugo-sume-caos-ponte-caldelas-solo-ganas-llorar/00031699105866692514702.htm,['Agua y Alimentos'],{'Agua y Alimentos': 0.3333333333333333},{16: 1.0}
261,https://pontevedraviva.com/xeral/99451/pontevedra-ante-uno-otonos-mas-lluviosos-ultimos-40-anos/?lang=es,[],{},{}
262,https://www.farodevigo.es/sociedad/2023/10/28/galicia-borrasca-borrasca-tiro-toca-93919007.html,['Transporte'],{'Transporte': 0.75},"{5: 1.0, 6: 1.0, 8: 1.0}"
263,https://metropolitano.gal/enfoque/el-temporal-no-remite-por-ahora-en-galicia-y-se-mantiene-la-alerta-por-lluvia-hasta-el-jueves/,[],{},{}
264,https://efe.com/medio-ambiente/2023-10-26/tiempo-alerta-viento-lluvia/,[],{},{}
265,https://www.pontevedraviva.com/xeral/99249/prevision-asusta-ciclogenesis-explosiva-fuerte-viento-ciaran/?lang=es,[],{},{}
266,https://www.infobae.com/espana/2023/10/30/lluvia-nieve-viento-y-avisos-costeros-la-borrasca-celine-deja-paso-a-la-ciaran-esta-semana/,[],{},{}
267,https://pontevedraviva.com/xeral/99223/pontevedra-acumula-15-dias-seguidos-lluvia-pronostico-apunta-seran-mas/?lang=es,['Transporte'],{'Transporte': 0.375},"{6: 0.75, 8: 0.75}"
268,https://www.diariodepontevedra.es/articulo/pontevedra/pontevedra-encadena-30-dias-seguidos-lluvia-otono-mas-humedo-anos/202311140902031279091.html,['Agua y Alimentos'],{'Agua y Alimentos': 0.3333333333333333},{16: 1.0}
269,https://pontevedraviva.com/xeral/99389/troncos-ria-pontevedra-temporal-recollida/?lang=es,[],{},{}
270,https://www.20minutos.es/noticia/5189364/0/aemet-desmiente-alerta-llegada-huracan-categoria-cuatro-espana/,[],{},{}
271,https://www.laprovincia.es/gran-canaria/2024/08/21/altas-temperaturas-rebosos-gran-canaria-107227302.html,[],{},{}
272,https://www.atlanticohoy.com/tenerife/varias-playas-tenerife-con-bandera-roja-por-fuerte-oleaje_1520337_102.html,[],{},{}
273,https://www.atlanticohoy.com/tenerife/naviera-armas-desvia-sus-ferris-sc-tenerife-por-oleaje-en-puerto-cristianos_1520335_102.html,['Transporte'],{'Transporte': 0.1875},{6: 0.75}
274,https://cadenaser.com/castillayleon/2023/06/18/el-desbordamiento-del-aguisejo-provoca-inundaciones-en-ayllon-radio-segovia/,[],{},{}
275,https://www.acueducto2.com/el-aguisejo-inunda-ayllon-por-una-tormenta-de-granizo-y-agua/147994,[],{},{}
276,https://www.eladelantado.com/provincia-de-segovia/danos-al-desbordarse-el-rio-aguisejo-por-una-tormenta/,['Transporte'],{'Transporte': 0.25},{8: 1.0}
277,https://www.abc.es/espana/castilla-leon/tormenta-agua-granizo-desborda-rio-aguisejo-anega-20230619095813-nt.html,[],{},{}
278,https://www.cyltv.es/videoSH/3a332bf1-75a6-479c-b6c8-d9a8644f060f/La-tormenta-desborda-el-rio-e-inunda-Ayllon,[],{},{}
279,https://www.acueducto2.com/las-tormentas-se-ensanan-con-el-espinar-y-dejan-10-desalojados-en-segovia/150099,[],{},{}
280,https://www.eldiasegovia.es/noticia/zbff2bcfb-b3ea-61de-c238e78f675eba8e/202309/galeria-de-fotos-y-video-de-las-inundaciones-en-el-espinar,[],{},{}
281,https://www.elespanol.com/castilla-y-leon/region/20230904/consecuencias-dana-castilla-leon-llamadas-litros-pueblo-inundaciones-techos-colapsados/791920830_0.html,['Energia'],{'Energia': 0.23809523809523808},{0: 0.5}
282,https://www.elnortedecastilla.es/segovia/bomberos-intervienen-varias-calles-segovia-reducir-agua-20230904141417-nt.html,[],{},{}
283,https://www.diariodecastillayleon.es/segovia/230904/2229/paso-dana-castilla-leon-espinar-segovia-zona-catastrofica.html,[],{},{}
284,https://www.rtve.es/noticias/20230904/mapa-precipitaciones-dejado-dana-tres-dias-por-toda-espana/2455151.shtml,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
285,https://www.elmundo.es/espana/2023/09/04/64f57ae3fb7e8000298e056f-directo.html,"['Transporte', 'Sanidad', 'Agua y Alimentos']","{'Transporte': 0.5, 'Sanidad': 0.3333333333333333, 'Agua y Alimentos': 0.3333333333333333}","{7: 1.0, 8: 1.0, 11: 1.0, 15: 1.0}"
286,https://www.eldiasegovia.es/noticia/zbb53d396-abc1-da26-08cfed80776cb592/202309/cientos-de-casas-inundadas-en-el-espinar-por-la-dana,[],{},{}
287,https://www.elnortedecastilla.es/segovia/san-rafael-registra-litros-metro-cuadrado-cuatro-20230904081906-nt.html,[],{},{}
288,https://www.elnortedecastilla.es/segovia/subir-corriendo-piso-perdido-20230905004321-nt.html,[],{},{}
289,https://www.eldiasegovia.es/noticia/zc87f435e-de1f-c91d-a7bb466fa3eadf53/202309/la-junta-decreta-el-fin-de-la-alerta-por-lluvias-y-tormentas,['Energia'],{'Energia': 0.23809523809523808},{0: 0.5}
290,https://www.telesurtv.net/news/espana-continuara-lluvias-inundaciones-dana-20230904-0001.html,['Transporte'],{'Transporte': 0.4375},"{7: 0.75, 8: 1.0}"
291,https://www.elconfidencial.com/espana/2023-09-04/ranking-lluvias-espana-aemet-localidad-mas-agua-cayo_3728621/,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
292,https://www.eldiadevalladolid.com/noticia/zb94a4049-f705-947e-85816ee54cc672e9/202309/valladolid-registra-101-avisos-a-emergencias-por-las-lluvias,['Energia'],{'Energia': 0.11904761904761904},{0: 0.25}
293,https://www.analitica.com/actualidad-internacional/dana-dejo-en-espana-dos-muertos-dos-desaparecidos-y-numerosos-incidentes/,['Transporte'],{},{}
294,https://www.elconfidencial.com/espana/2023-09-04/tiempo-espana-hoy-dana-aemet-directo_3728442/,"['Transporte', 'Sanidad']","{'Transporte': 0.5, 'Sanidad': 0.5}","{7: 1.0, 8: 1.0, 10: 0.75, 11: 0.75}"
295,https://www.eldiasegovia.es/noticia/zb5101b1c-d6cc-5cef-53bee85d15840724/202309/la-dana-se-retira-pero-mantienen-en-alerta-a-cinco-comunidades,[],{},{}
296,https://www.20minutos.es/noticia/5169346/0/-dana-deja-159-litros-por-metro-cuadrado-acumulados-san-rafael-42-una-hora/,[],{},{}
297,https://www.eladelantado.com/provincia-de-segovia/la-dana-el-espinar-catastrofe/,['Transporte'],{'Transporte': 0.25},{8: 1.0}
298,https://elpais.com/espana/2023-11-04/la-borrasca-domingos-vuelve-a-poner-a-toda-espana-bajo-aviso-por-temporal-salvo-canarias.html,[],{},{}
299,https://www.eladelantado.com/provincia-de-segovia/la-borrasca-ciaran-deja-destrozos-en-cantimpalos/,[],{},{}
300,https://www.diariopalentino.es/noticia/z7ddaf325-0212-c912-60c4046af5e77e24/202311/dos-personas-heridas-por-los-efectos-del-fuerte-viento,['Sanidad'],{},{}
301,https://www.abc.es/sevilla/provincia/sevilla-acumula-primera-quincena-septiembre-tercio-lluvias-20230915144710-nts.html,[],{},{}
302,https://www.wsws.org/es/articles/2023/09/11/inun-s11.html,"['Transporte', 'Sanidad']","{'Transporte': 0.75, 'Sanidad': 0.5833333333333334}","{5: 1.0, 7: 1.0, 8: 1.0, 10: 1.0, 11: 0.75}"
303,https://www.sevillaactualidad.com/provincia/529995-una-tromba-de-agua-provoca-grandes-inundaciones-en-constantina/,[],{},{}
304,https://www.abc.es/sevilla/provincia/fuertes-lluvias-madrugada-dejan-inundaciones-constantina-20230915090907-nts.html,[],{},{}
305,https://www.20minutos.es/noticia/5169241/0/llega-dana-historica-espana-directo-ultimas-noticias-lluvias-tormentas/,['Transporte'],{'Transporte': 0.25},{8: 1.0}
306,https://www.eldiario.es/sevilla/vuelve-lluvia-sevilla-final-semana-temperaturas-alza_1_10502722.html,[],{},{}
307,https://www.diariodesevilla.es/provincia/Espectacular-riada-Estepa-tromba-agua-video_0_1830417189.html,[],{},{}
308,https://www.ecuavisa.com/noticias/ecuador/fenomeno-el-nino-ecuador-provincias-inundaciones-movimientos-masa-XY6001077,[],{},{}
309,https://elpais.com/hemeroteca/2023-10-22/,[],{},{}
310,https://www.antena3.com/noticias/sociedad/borrasca-aline-deja-noche-intensas-lluvias-destrozos-madrid-sevilla_2023102065322b8f32dc7500019ca32c.html,['Transporte'],{'Transporte': 0.5},"{5: 1.0, 8: 1.0}"
311,https://boyaca7dias.com.co/2023/10/24/sigue-la-alerta-tras-aguacero-torrencial-que-ocasiono-inundaciones-en-diferentes-sectores-de-duitama/,"['Transporte', 'Sanidad', 'Aguas Residuales']","{'Transporte': 0.1875, 'Sanidad': 0.6666666666666666, 'Aguas Residuales': 0.8529411764705882}","{8: 0.75, 10: 1.0, 11: 1.0, 17: 1.0, 18: 1.0, 19: 0.75}"
